1;fr;À quel historien et pédagogue français doit-on les Jeux olympiques modernes ?;Pierre de Coubertin;Napoléon Bonaparte;Duc de Windsor;Pie XI;Débutant;La médaille Pierre-de-Coubertin, attribuée par le CIO, démontre aux Jeux olympiques un véritable esprit sportif.;https://fr.wikipedia.org/wiki/Pierre_de_Coubertin
2;fr;Combien dénombre-t-on de couloirs dans une piscine olympique ?;10;14;6;12;Débutant;Seules les piscines d'eau douce homologuées conviennent aux compétitions organisées dans ces grands bassins.;https://fr.wikipedia.org/wiki/Piscine_olympique
3;fr;Qui a été élu par le public journaliste français le plus chauvin des Jeux olympiques de 2012 ?;Nelson Monfort;Michel Denisot;Christian Jeanpierre;Georges Cazeneuve;Débutant;Nelson Monfort commente le patinage artistique mais surtout interviewe les sportifs dans de nombreuses disciplines.;https://fr.wikipedia.org/wiki/Nelson_Monfort
4;fr;Malgré son insécurité, dans quelle ville se sont déroulés les Jeux olympiques de 2016 ?;Rio de Janeiro;Londres;Tokyo;Pékin;Débutant;Ces Jeux olympiques seront les premiers à se dérouler en Amérique du Sud et les premiers à se dérouler dans un pays lusophone.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_2016
5;fr;Quelle épreuve olympique commence hors du stade pour se terminer dans ses murs ?;Marathon;Cross-country;Trail;10 000 m;Débutant;Le marathon est une épreuve sportive de course à pied qui se dispute généralement sur une distance de 42 kilomètres.;https://fr.wikipedia.org/wiki/Marathon_(sport)
6;fr;Lequel des anneaux qui figure sur le drapeau olympique se retrouve le plus près du mât ?;Bleu;Jaune;Vert;Rouge;Débutant;Les cinq anneaux entrelacés représentent les cinq continents unis par l'olympisme, les six couleurs représentant toutes les nations.;https://fr.wikipedia.org/wiki/Drapeau_olympique
7;fr;Quel pongiste belge a participé à ses septièmes Jeux olympiques à l'âge de 42 ans ?;Jean-Michel Saive;Martin Bratanov;Grégory Obert;Yannick Vostes;Débutant;Jean-Michel Saive a également porté le drapeau de la délégation belge lors des Jeux olympiques de 1996 et 2004.;https://fr.wikipedia.org/wiki/Jean-Michel_Saive
8;fr;Qui est la première gymnaste à avoir obtenu un historique 10 aux Jeux olympiques ?;Nadia Comaneci;Diana Mocanu;Tatiana Gutsu;Doina Ignat;Débutant;Nadia Comaneci, qui possède aujourd'hui une double nationalité, a donné une dimension populaire et médiatique inégalée à ce sport.;https://fr.wikipedia.org/wiki/Nadia_Comaneci
9;fr;Quelle est la couleur de fond du drapeau olympique, célèbre avec ses cinq anneaux ?;Blanche;Bleue;Jaune;Verte;Débutant;Aux Jeux de 2008, l'association « Reporters sans frontières » a détourné le drapeau olympique en remplaçant le fond blanc par un fond noir.;https://fr.wikipedia.org/wiki/Drapeau_olympique
10;fr;Qui était Premier ministre britannique lors des Jeux olympiques de Londres en 2012 ?;David Cameron;Gordon Brown;Tony Blair;James Callaghan;Débutant;Diplômé du Brasenose College de l'université d'Oxford, il fut conseiller politique de Margaret Thatcher puis de John Major.;https://fr.wikipedia.org/wiki/David_Cameron
11;fr;Quel athlète Jamaïcain a littéralement marqué les Jeux olympiques de 2008 ?;Usain Bolt;Dexter Lee;Ray Stewart;Lerone Clarke;Confirmé;Spécialiste des épreuves de sprint, Usain Bolt est également l'athlète le plus décoré des championnats du monde d'athlétisme.;https://fr.wikipedia.org/wiki/Usain_Bolt
12;fr;Quelle discipline olympique associe le saut à ski au ski de fond ?;Combiné nordique;Curling;Biathlon;Snowboard;Confirmé;Créé en Norvège à la fin du XIXe siècle, le combiné nordique est au programme olympique depuis sa première édition.;https://fr.wikipedia.org/wiki/Combiné_nordique
13;fr;En 2012, quel type de passeport est apparu aux Jeux olympiques de Londres ?;Biologique;Thermique;Automatique;Télépathique;Confirmé;Il permet de déceler des violations de la réglementation antidopage en détectant des variations anormales de marqueurs biologiques.;https://fr.wikipedia.org/wiki/Passeport_biologique_de_l'athlète
14;fr;Laquelle de ces sportives françaises a participé à sept éditions des Jeux olympiques ?;Jeannie Longo;Sabrina Jonnier;Marion Rousse;Sophie Creux;Confirmé;Au total, Jeannie Longo a remporté neuf titres de championne du monde sur route ainsi qu'un titre olympique.;https://fr.wikipedia.org/wiki/Jeannie_Longo
15;fr;Quel objet les femmes ne peuvent-elles jeter aux Jeux olympiques que depuis 1995 ?;Marteau;Poids;Javelot;Disque;Confirmé;Le lancer du marteau pour femmes a été homologué pour la première fois aux Jeux olympiques d'été de 2000 à Sydney.;https://fr.wikipedia.org/wiki/Lancer_du_marteau
16;fr;Quel équipement très utilisé en athlétisme doit peser au moins 50 grammes ?;Témoin;Sifflet;Javelot;Disque;Confirmé;Le but du relais est de parcourir la distance le plus rapidement possible tout en assurant la transmission d'un témoin.;https://fr.wikipedia.org/wiki/Athlétisme
17;fr;Dans quelle épreuve olympique peut-on regarder des sportifs couchés par terre ?;Tir;Croquet;Softball;Curling;Confirmé;Le tir inclus deux types principaux de compétition : le tir sur cible avec des pistolets ou des carabines et le tir sur plateau.;https://fr.wikipedia.org/wiki/Tir_aux_Jeux_olympiques
18;fr;Quel sportif, né le 30 juin 1985 à Towson, est à ce jour le plus titré des Jeux olympiques ?;Michael Phelps;Mark Spitz;Ian Thorpe;Andriy Serdinov;Confirmé;En grand bassin, l'Américain Michael Phelps est le nageur le plus médaillé de l'histoire avec 22 médailles dont 18 d'or.;https://fr.wikipedia.org/wiki/Michael_Phelps
19;fr;Comment appelle-t-on la période de quatre ans qui se situe entre deux Jeux olympiques ?;Olympiade;Quinquennat;Lustre;Tierce;Confirmé;L'olympiade est la base de la chronologie du monde grec à partir d'Alexandre le Grand.;https://fr.wikipedia.org/wiki/Olympiade
20;fr;Quel athlète a été champion olympique du saut en longueur à Atlanta en 1996 ?;Carl Lewis;Linford Christie;Dwight Phillips;Michael Johnson;Confirmé;Sa carrière, plusieurs fois interrompue, a duré de 1979 à 1996, année durant laquelle il a conquis son dernier titre olympique.;https://fr.wikipedia.org/wiki/Carl_Lewis
21;fr;En quelle année les Jeux olympiques se sont-ils déroulés à Paris pour la première fois ?;1900;1908;1920;1928;Expert;Aucune cérémonie d'ouverture ou de fermeture n'a été prévue au programme, mis à part un défilé des gymnastes à Vincennes.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1900
22;fr;Lequel de ces sports ne figure pas parmi les épreuves disputées en pentathlon moderne ?;Cyclisme;Natation;Tir au pistolet;Course à pied;Expert;Les épreuves du pentathlon moderne sont l'escrime, la natation, l'équitation, le tir au pistolet et la course à pied.;https://fr.wikipedia.org/wiki/Pentathlon_moderne
23;fr;Quel chirurgien orthopédiste a été élu en 2001 président du Comité international olympique ?;Jacques Rogge;Jean-Claude Killy;Marc Hodler;René Fasel;Expert;Après une carrière sportive remplie, en voile comme skipper puis au  rugby à XV, Jacques Rogge s'est orienté vers l'administration sportive.;https://fr.wikipedia.org/wiki/Jacques_Rogge
24;fr;Quelle est la première ville à avoir accueilli trois fois les Jeux olympiques ?;Londres;Athènes;Los Angeles;Paris;Expert;Les JO sont un événement international majeur, regroupant les sports d'été et d'hiver, auxquels des milliers d'athlètes participent.;https://fr.wikipedia.org/wiki/Jeux_olympiques
25;fr;Dans quelle discipline olympique le parcours est-il toujours triangulaire ?;Voile;Canoë-kayak;Aviron;Triathlon;Expert;Le plus grand catamaran à voile jamais construit est le Douce France, proposant pas moins de 42 mètres de grand luxe et de teck.;https://fr.wikipedia.org/wiki/Nautisme_(voile)
26;fr;En 1980, lequel de ces pays a totalement boycotté les Jeux olympiques de Moscou ?;Norvège;Suède;Grande-Bretagne;France;Expert;Une cinquantaine de nations ont boycotté ces Jeux à la suite de l'invasion de l'Afghanistan par l'Union Soviétique en 1979.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1980
27;fr;Quel nageur olympique de Guinée équatoriale a connu une célébrité éphémère ?;Éric Moussambani;Bill Kirby;Jens Kruppa;Ian Thorpe;Expert;Son courage à Sydney en 2000 sera perçu comme un symbole de l'esprit olympique, après un 100 mètres nage libre en 1m 52s.;https://fr.wikipedia.org/wiki/Éric_Moussambani
28;fr;Quel animal a représenté la mascotte des Jeux olympiques de Moscou en 1980 ?;Un ours;Un renne;Un élan;Un loup;Expert;La mascotte officielle, l'ours Misha, a été imaginée par Victor Tchijikov, auteur de nombreux livres pour enfants.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1980
29;fr;Combien de médailles olympiques ont été distribuées aux Jeux de 2012 ?;4 700;3 500;2 900;5 600;Expert;Londres est la première ville à accueillir les Jeux olympiques modernes pour la troisième fois.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_2012
30;fr;En quelle année les Jeux olympiques ont-ils été télévisés pour la première fois ?;1936;1947;1952;1963;Expert;Pour la première fois en 1936, la flamme olympique sera introduite dans une cérémonie d'ouverture de Jeux olympiques.;https://fr.wikipedia.org/wiki/Jeux_olympiques_d'été_de_1936
