1;fr;Quel joueur français a remporté le tournoi de Roland-Garros en 1983 ?;Yannick Noah;Jo-Wilfried Tsonga;Guy Forget;Richard Gasquet;Débutant;Cette victoire lui vaut d'être le seul joueur français à avoir remporté un tournoi du Grand Chelem de l'ère Open en simple messieurs.;https://fr.wikipedia.org/wiki/Yannick_Noah
2;fr;Quel joueur de tennis brésilien professionnel surnomme-t-on Kuga ?;Gustavo Kuerten;Björn Borg;John McEnroe;Novak Djokovic;Débutant;Gustavo Kuerten a remporté vingt titres en simple sur le circuit ATP, dont trois tournois de Roland-Garros et cinq Masters 1000.;https://fr.wikipedia.org/wiki/Gustavo_Kuerten
3;fr;Bien que remplies d'air, de quelle matière sont fabriquées les balles de tennis ?;Caoutchouc;Verre;Plastique;Carton;Débutant;Une balle de tennis est formée d'une coque en caoutchouc, appelée noyau, recouverte de feutre, souvent de couleur jaune ou blanche.;https://fr.wikipedia.org/wiki/Tennis
4;fr;Quelle équipe a remporté la Coupe Davis de 2017, 106e édition de ce tournoi ?;France;Belgique;Suisse;Italie;Débutant;La France de Yannick Noah remporte ainsi sa dixième Coupe Davis, entre autres grâce à la victoire de Lucas Pouille sur Steve Darcis.;https://fr.wikipedia.org/wiki/Coupe_Davis_2017
5;fr;Quelle joueuse belge au petit gabarit a remporté le tournoi de Roland-Garros ?;Justine Henin;Kim Clijsters;Elise Mertens;Nancy Feber;Débutant;Grâce à la variété de son jeu, John McEnroe qualifia son revers à une main de meilleur revers du monde, hommes et femmes confondus.;https://fr.wikipedia.org/wiki/Justine_Henin
6;fr;Combien y a-t-il de courts aux Internationaux de France de tennis ?;17;12;24;8;Débutant;Les trois plus grands courts sont le court Philippe-Chatrier (ou court central), le court Suzanne-Lenglen et le court Simonne-Mathieu.;https://fr.wikipedia.org/wiki/Internationaux_de_France_de_tennis
7;fr;Dans un match de tennis professionnel, que change-t-on tous les neuf jeux ?;Balle;Raquette;Arbitre;Maillot;Débutant;Un changement de balles a lieu tous les 9 jeux, sauf le premier qui a lieu à la fin du septième jeu (l'échauffement valant pour 2 jeux).;https://fr.wikipedia.org/wiki/Tennis
8;fr;Fin 2019, combien de fois Rafael Nadal a-t-il remporté Roland-Garros ?;Douze;Onze;Sept;Treize;Débutant;Ayant remporté 19 tournois du Grand Chelem, il est le seul à avoir remporté 12 titres en simple dans un de ces quatre tournois majeurs.;https://fr.wikipedia.org/wiki/Rafael_Nadal
9;fr;Quelle est la nationalité du tennisman professionnel Roger Federer ?;Suisse;Autrichienne;Suédoise;Française;Débutant;Né à Bâle, Federer détient le record de 310 semaines passées à la première place du classement mondial de tennis ATP World Tour.;https://fr.wikipedia.org/wiki/Roger_Federer
10;fr;De combien de tournois majeurs est composé le Grand Chelem de tennis ?;Quatre;Cinq;Trois;Six;Débutant;Les quatre tournois sont l'Open d'Australie de Melbourne, Roland-Garros à Paris, l'US Open de New York et Wimbledon à Londres.;https://fr.wikipedia.org/wiki/Grand_Chelem_(tennis)
11;fr;Combien de joueurs français ont remporté Roland-Garros entre 1925 et 2019 ?;Cinq;Dix;Sept;Trois;Confirmé;Le palmarès des Français à Roland-Garros tient en dix noms : 5 joueurs et 5 joueuses français se sont imposés sur la terre battue parisienne.;https://fr.wikipedia.org/wiki/Internationaux_de_France_de_tennis
12;fr;Quelle est la nationalité de la joueuse de tennis Serena Williams ?;Américaine;Anglaise;Brésilienne;Française;Confirmé;Serena Jameka Williams, soeur de la joueuse Venus Williams, est une joueuse de tennis américaine née le 26 septembre 1981 à Saginaw.;https://fr.wikipedia.org/wiki/Serena_Williams
13;fr;Quel joueur de tennis français peut-on voir dans une publicité de Kinder Bueno ?;Jo-Wilfried Tsonga;Yannick Noah;Gaël Monfils;Richard Gasquet;Confirmé;Jo-Wilfried Tsonga a demandé à ses supporters de stopper les blagues parfois incessantes sur son partenariat avec Kinder Bueno.;https://fr.wikipedia.org/wiki/Jo-Wilfried_Tsonga
14;fr;Sur quel revêtement se sont déroulés les premiers matches de tennis ?;Herbe;Terre battue;Gazon synthétique;Béton;Confirmé;C'est en effet en 1858 que le major Harry Gem esquissera une ébauche de court de tennis sur le gazon de sa propriété personnelle.;https://fr.wikipedia.org/wiki/Tennis
15;fr;En finale de quel tournoi du Grand Chelem Björn Borg a-t-il échoué à quatre reprises ?;US Open;Wimbeldon;Roland-Garros;Open d'Australie;Confirmé;Björn Borg deviendra numéro un mondial en 1977 et sacré champion du monde par l'ITF à trois reprises, en 1978, 1979 et 1980.;https://fr.wikipedia.org/wiki/Björn_Borg
16;fr;Quel tournoi de tennis du Grand Chelem se joue exclusivement sur gazon ?;Wimbeldon;Roland-Garros;Open d'Australie;US Open;Confirmé;Les matches du plus ancien tournoi de tennis au monde se déroulent sur une surface en gazon où aucune séance de nuit ne tient place.;https://fr.wikipedia.org/wiki/Tournoi_de_Wimbledon
17;fr;Quel était le surnom du joueur de tennis allemand Boris Becker ?;Boum Boum;Big Ben;Bang Bang;Bam Bam;Confirmé;Becker a fait sensation quand il a remporté son premier Wimbledon à 17 ans en 1985, gagnant ainsi son surnom de Boum-Boum Becker.;https://fr.wikipedia.org/wiki/Boris_Becker
18;fr;Quel joueur de tennis détient le record plutôt particulier du nombre de raquettes cassées ?;Marat Safin;John McEnroe;Marcos Baghdadis;Roger Federer;Confirmé;L'ancien numéro un mondial a brisé 1 055 cadres en 689 matches officiels durant sa carrière, soit 1,5 raquette par rencontre.;https://fr.wikipedia.org/wiki/Marat_Safin
19;fr;En tennis, quel est le record de vitesse approximatif actuel enregistré au service ?;260 km/h;170 km/h;280 km/h;200 km/h;Confirmé;Un joueur de tennis Australien inconnu aurait battu le record de vitesse au service avec une mesure impressionnante de 263 km/h.;https://fr.wikipedia.org/wiki/Tennis
20;fr;Quel métier exerçait Roland Garros, qui a donné son nom au stade construit en 1928 ?;Aviateur;Footballeur;Navigateur;Avocat;Confirmé;Aviateur français, lieutenant pilote lors de la Première Guerre mondiale, Roland Garros est né le 6 octobre 1888 à Saint-Denis de La Réunion.;https://fr.wikipedia.org/wiki/Roland_Garros
21;fr;En 2019, qui détenait le record de titres mondiaux en tennis masculin ?;Federer;Djokovic;Sampras;Nadal;Expert;Roger Federer est le seul joueur de l'histoire du tennis à avoir gagné au moins cinq fois trois tournois du Grand Chelem.;https://fr.wikipedia.org/wiki/Roger_Federer
22;fr;En combien de sets gagnants se jouent les rencontres féminines du Grand Chelem ?;Deux;Trois;Quatre;Cinq;Expert;Les hommes jouent au meilleur des cinq manches alors que les femmes disputent des matchs en deux sets gagnants uniquement.;https://fr.wikipedia.org/wiki/Grand_Chelem_(tennis)
23;fr;Combien d'heures a-t-il fallu à Nadal pour venir à bout de Federer à Rome en 2006 ?;Cinq;Quatre;Deux;Trois;Expert;Les bons résultats de Nadal lui permettront de prendre la place de Roger Federer en tête du classement ATP Race 2007 le 30 avril.;https://fr.wikipedia.org/wiki/Rafael_Nadal
24;fr;Quelle est la dimension officielle d'un terrain de tennis ?;23,77 x 8,23 m;15 x 5 m;21,52 x 8,15 m;24,73 x 9,17 m;Expert;Les lignes de fond d'un court de tennis mesurent 8,23 mètres. Les lignes de côté, tracées sur la longueur, font quant à elle 23,77 mètres.;https://fr.wikipedia.org/wiki/Tennis
25;fr;À combien de décibels ont été mesurés les cris de Maria Sharapova poussés sur les courts ?;105 dbs;83 dbs;126 dbs;50 dbs;Expert;En plus de ce bruit équivalent à celui d'un petit avion à hélice au décollage, elle pousse de curieux recueillements entre chaque point.;https://fr.wikipedia.org/wiki/Maria_Sharapova
26;fr;Quel tennisman a causé la mort d'un arbitre par une de ses balles qui l'a atteint ?;Stefan Edberg;Jimmy Connors;Mats Wilander;Björn Borg;Expert;Le 10 septembre 1983, l'une des balles de Stefan Edberg frappe de plein fouet un juge de ligne, Dick Wertheim, alors âgé de 61 ans.;https://fr.wikipedia.org/wiki/Stefan_Edberg
27;fr;En simple, en son centre, un filet de tennis doit avoir quelle hauteur ?;91 cm;75 cm;103 cm;88 cm;Expert;La hauteur du filet au centre doit être fermement retenu par une sangle et proposer une hauteur de 0,914 mètre, soit trois pieds.;https://fr.wikipedia.org/wiki/Tennis
28;fr;Quelle est la nationalité de l'ex-joueuse de tennis Gabriela Sabatini ?;Argentine;Italienne;Espagnole;Grecque;Expert;Vice-championne olympique en 1988 lors des JO de Séoul, Gabriela Sabatini a également été finaliste de l'US Open la même année.;https://fr.wikipedia.org/wiki/Gabriela_Sabatini
29;fr;Qui remit au gagnant le trophée masculin de Roland-Garros en 2005 ?;Zinédine Zidane;Cedric Pioline;Tony Parker;Teddy Riner;Expert;Zidane a remis la première Coupe des Mousquetaires à Nadal, vainqueur du tournoi à l'issue de la finale contre l'Argentin Mariano Puerta.;https://fr.wikipedia.org/wiki/Internationaux_de_France_de_tennis_2005
30;fr;Quel célèbre joueur de tennis français est originaire du Cameroun ?;Yannick Noah;Gaël Monfils;Jo-Wilfried Tsonga;Gille Simons;Expert;Fils du footballeur camerounais Zacharie Noah, vainqueur de la Coupe de France en 1961, il est le père du basketteur français Joakim Noah.;https://fr.wikipedia.org/wiki/Yannick_Noah